,match_id,match_date,player,dfs,first_in,first_won,second_in,second_won,bk_pts,bp_saved,return_pts,return_pts_won,winners,winners_fh,winners_bh,unforced,unforced_fh,unforced_bh
43179,20040807-M-Cincinnati_Masters-SF-Andy_Roddick-Andre_Agassi,2004-08-07,Andre Agassi,3,64,52,34,27,0,0,105,27,42,15,10,16,8,5
43186,20040806-M-Cincinnati_Masters-QF-Marat_Safin-Lleyton_Hewitt,2004-08-06,Marat Safin,3,29,20,27,17,3,1,57,15,24,9,4,27,12,12
43187,20040806-M-Cincinnati_Masters-QF-Marat_Safin-Lleyton_Hewitt,2004-08-06,Lleyton Hewitt,1,24,20,33,22,2,2,56,19,14,8,2,15,6,8
43192,20040801-M-Canada_Masters-F-Roger_Federer-Andy_Roddick,2004-08-01,Roger Federer,1,38,28,27,19,4,4,72,28,32,11,7,17,7,9
43193,20040801-M-Canada_Masters-F-Roger_Federer-Andy_Roddick,2004-08-01,Andy Roddick,2,48,32,24,12,9,7,65,18,21,9,8,25,18,5
43198,20040731-M-Canada_Masters-SF-Roger_Federer-Thomas_Johansson,2004-07-31,Roger Federer,1,46,38,31,19,4,3,87,35,26,10,6,30,14,15
43199,20040731-M-Canada_Masters-SF-Roger_Federer-Thomas_Johansson,2004-07-31,Thomas Johansson,1,49,29,38,23,8,5,77,20,18,9,3,37,24,12
43206,20040731-M-Canada_Masters-SF-Nicolas_Kiefer-Andy_Roddick,2004-07-31,Nicolas Kiefer,4,42,33,28,15,3,3,59,21,19,7,4,20,11,5
43207,20040731-M-Canada_Masters-SF-Nicolas_Kiefer-Andy_Roddick,2004-07-31,Andy Roddick,4,33,27,26,11,5,3,70,22,21,9,7,23,9,10
43212,20040729-M-Canada_Masters-R16-Max_Mirnyi-Roger_Federer,2004-07-29,Max Mirnyi,0,56,44,22,10,2,2,63,11,26,10,5,13,5,8
43213,20040729-M-Canada_Masters-R16-Max_Mirnyi-Roger_Federer,2004-07-29,Roger Federer,1,47,42,16,10,0,0,78,24,40,14,17,9,4,4
43218,20040726-M-Canada_Masters-R64-Rafael_Nadal-Lleyton_Hewitt,2004-07-26,Rafael Nadal,0,63,36,23,12,12,7,63,26,18,13,3,26,15,11
43219,20040726-M-Canada_Masters-R64-Rafael_Nadal-Lleyton_Hewitt,2004-07-26,Lleyton Hewitt,3,27,21,36,16,7,3,86,38,28,15,5,30,15,12
43226,20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez,2004-07-26,Andy Roddick,0,44,38,14,10,1,1,67,24,21,6,3,15,4,11
43227,20040726-M-Canada_Masters-R32-Andy_Roddick-Feliciano_Lopez,2004-07-26,Feliciano Lopez,1,40,29,27,14,2,1,58,10,24,8,7,22,13,8
43232,20040725-M-Kitzbuhel-F-Nicolas_Massu-Gaston_Gaudio,2004-07-25,Nicolas Massu,3,46,34,39,21,11,9,81,37,27,21,3,31,15,13
43233,20040725-M-Kitzbuhel-F-Nicolas_Massu-Gaston_Gaudio,2004-07-25,Gaston Gaudio,1,48,27,33,17,8,5,85,30,17,8,7,43,18,24
43238,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,2004-07-11,Roger Federer,0,53,41,48,33,4,2,102,41,32,18,7,26,18,8
43239,20040711-M-Gstaad-F-Roger_Federer-Igor_Andreev,2004-07-11,Igor Andreev,3,72,50,30,11,12,6,101,27,23,13,7,39,21,15
43248,20040710-M-Gstaad-SF-Roger_Federer-Potito_Starace,2004-07-10,Roger Federer,1,49,38,28,19,4,3,88,33,37,25,5,29,15,13
43249,20040710-M-Gstaad-SF-Roger_Federer-Potito_Starace,2004-07-10,Potito Starace,1,68,44,20,11,9,7,77,20,21,14,5,24,13,10
43256,20040709-M-Gstaad-QF-Roger_Federer-Radek_Stepanek,2004-07-09,Roger Federer,4,51,40,39,18,6,4,82,33,33,13,13,30,14,12
43257,20040709-M-Gstaad-QF-Roger_Federer-Radek_Stepanek,2004-07-09,Radek Stepanek,3,49,31,33,18,8,4,90,32,18,9,4,22,10,9
43264,20040706-M-Gstaad-R32-Roger_Federer-Tomas_Behrend,2004-07-06,Roger Federer,1,17,15,13,9,0,0,55,32,20,7,6,9,6,2
43265,20040706-M-Gstaad-R32-Roger_Federer-Tomas_Behrend,2004-07-06,Tomas Behrend,1,34,16,21,7,9,4,30,6,10,6,4,29,12,16
43270,20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick,2004-07-04,Roger Federer,3,96,66,58,32,14,10,133,52,53,25,15,30,13,14
43271,20040704-M-Wimbledon-F-Roger_Federer-Andy_Roddick,2004-07-04,Andy Roddick,5,82,61,51,20,10,5,154,56,47,25,10,43,24,14
43280,20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer,2004-07-03,Sebastien Grosjean,2,59,36,46,19,11,6,91,30,21,14,4,26,19,5
43281,20040703-M-Wimbledon-SF-Sebastien_Grosjean-Roger_Federer,2004-07-03,Roger Federer,3,52,39,39,22,2,1,105,50,45,30,9,32,13,16
43288,20040703-M-Wimbledon-SF-Mario_Ancic-Andy_Roddick,2004-07-03,Mario Ancic,6,67,50,45,21,10,6,112,36,38,16,12,31,14,11
43289,20040703-M-Wimbledon-SF-Mario_Ancic-Andy_Roddick,2004-07-03,Andy Roddick,5,60,49,52,27,4,4,112,41,30,12,10,22,8,9
43298,20040701-M-Wimbledon-QF-Andy_Roddick-Sjeng_Schalken,2004-07-01,Andy Roddick,5,63,54,39,25,4,4,106,33,37,11,5,33,15,13
43299,20040701-M-Wimbledon-QF-Andy_Roddick-Sjeng_Schalken,2004-07-01,Sjeng Schalken,0,80,54,26,19,3,2,102,23,28,15,8,26,7,19
43306,20040630-M-Wimbledon-R16-Roger_Federer-Ivo_Karlovic,2004-06-30,Roger Federer,1,72,59,23,19,2,2,95,27,39,25,8,20,12,7
43307,20040630-M-Wimbledon-R16-Roger_Federer-Ivo_Karlovic,2004-06-30,Ivo Karlovic,1,67,49,28,19,4,3,95,17,32,11,7,27,12,14
43314,20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt,2004-06-30,Roger Federer,0,73,52,52,29,11,10,102,42,51,18,10,38,25,13
43315,20040630-M-Wimbledon-QF-Roger_Federer-Lleyton_Hewitt,2004-06-30,Lleyton Hewitt,7,53,31,49,29,14,7,125,44,27,12,8,34,12,15
43324,20040628-M-Wimbledon-R16-Lleyton_Hewitt-Carlos_Moya,2004-06-28,Lleyton Hewitt,7,53,46,47,23,5,3,126,48,39,14,13,28,12,9
43325,20040628-M-Wimbledon-R16-Lleyton_Hewitt-Carlos_Moya,2004-06-28,Carlos Moya,5,76,48,50,30,11,7,100,31,43,19,8,32,17,10
43334,20040627-M-Wimbledon-R32-Roger_Federer-Thomas_Johansson,2004-06-27,Roger Federer,2,46,38,24,16,2,2,88,36,42,21,10,16,7,7
43335,20040627-M-Wimbledon-R32-Roger_Federer-Thomas_Johansson,2004-06-27,Thomas Johansson,0,47,35,41,17,11,7,70,16,29,15,6,17,8,9
43342,20040621-M-Wimbledon-R64-Roger_Federer-Alejandro_Falla,2004-06-21,Roger Federer,1,44,36,13,9,0,0,52,30,31,10,9,14,10,3
43343,20040621-M-Wimbledon-R64-Roger_Federer-Alejandro_Falla,2004-06-21,Alejandro Falla,1,31,15,21,7,8,1,57,12,9,4,3,16,8,7
43350,20040621-M-Wimbledon-R128-Roger_Federer-Alex_Bogdanovic,2004-06-21,Roger Federer,4,40,34,20,13,2,2,68,32,30,20,5,15,5,6
43351,20040621-M-Wimbledon-R128-Roger_Federer-Alex_Bogdanovic,2004-06-21,Alex Bogdanovic,2,49,29,19,7,10,5,60,13,12,9,2,21,10,9
43358,20040613-M-Queens_Club-F-Sebastien_Grosjean-Andy_Roddick,2004-06-13,Sebastien Grosjean,2,45,35,27,12,5,3,63,17,21,9,6,24,16,6
43359,20040613-M-Queens_Club-F-Sebastien_Grosjean-Andy_Roddick,2004-06-13,Andy Roddick,3,33,29,30,17,3,2,72,25,26,8,2,14,6,5
43364,20040613-M-Halle-SF-Roger_Federer-Jiri_Novak,2004-06-13,Roger Federer,2,31,25,19,15,0,0,43,15,23,11,8,19,13,4
43365,20040613-M-Halle-SF-Roger_Federer-Jiri_Novak,2004-06-13,Jiri Novak,0,30,21,13,7,6,4,50,10,7,2,4,11,4,7
43370,20040613-M-Halle-F-Roger_Federer-Mardy_Fish,2004-06-13,Roger Federer,0,30,25,12,8,0,0,59,30,24,12,9,10,6,4
43371,20040613-M-Halle-F-Roger_Federer-Mardy_Fish,2004-06-13,Mardy Fish,1,34,18,25,11,7,3,42,9,15,8,4,18,7,10
43376,20040612-M-Queens_Club-SF-Andy_Roddick-Lleyton_Hewitt,2004-06-12,Andy Roddick,1,40,30,27,17,1,0,71,25,33,13,2,17,11,5
43377,20040612-M-Queens_Club-SF-Andy_Roddick-Lleyton_Hewitt,2004-06-12,Lleyton Hewitt,2,42,33,29,13,5,2,67,20,29,18,3,17,8,7
43382,20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria,2004-06-06,Gaston Gaudio,9,100,58,49,22,23,12,135,67,32,19,11,72,36,27
43383,20040606-M-Roland_Garros-F-Gaston_Gaudio-Guillermo_Coria,2004-06-06,Guillermo Coria,6,88,46,47,22,15,4,149,69,37,25,7,73,45,22
43394,20040602-M-Roland_Garros-QF-Gustavo_Kuerten-David_Nalbandian,2004-06-02,Gustavo Kuerten,3,71,48,62,26,15,7,121,48,50,26,14,59,35,21
43395,20040602-M-Roland_Garros-QF-Gustavo_Kuerten-David_Nalbandian,2004-06-02,David Nalbandian,7,72,47,49,26,13,7,133,59,40,19,16,44,22,15
43404,20040530-M-Roland_Garros-R32-Martin_Verkerk-Lleyton_Hewitt,2004-05-30,Martin Verkerk,9,95,68,49,13,17,10,123,40,61,15,20,66,23,34
43405,20040530-M-Roland_Garros-R32-Martin_Verkerk-Lleyton_Hewitt,2004-05-30,Lleyton Hewitt,4,67,53,56,30,9,6,144,63,34,19,5,24,14,6
43416,20040529-M-Roland_Garros-R32-Roger_Federer-Gustavo_Kuerten,2004-05-29,Roger Federer,2,59,42,36,16,12,8,91,29,32,15,7,43,21,20
43417,20040529-M-Roland_Garros-R32-Roger_Federer-Gustavo_Kuerten,2004-05-29,Gustavo Kuerten,0,48,33,43,29,2,1,95,37,22,9,8,31,19,12
43424,20040528-M-Roland_Garros-R64-Felix_Mantilla-Marat_Safin,2004-05-28,Felix Mantilla,7,151,83,71,36,34,21,184,82,41,27,12,44,21,16
43425,20040528-M-Roland_Garros-R64-Felix_Mantilla-Marat_Safin,2004-05-28,Marat Safin,8,93,65,91,37,24,13,222,103,97,48,29,118,70,40
43436,20040524-M-Roland_Garros-R128-Fabrice_Santoro-Arnaud_Clement,2004-05-24,Fabrice Santoro,2,107,76,122,61,22,13,234,98,77,30,19,34,19,13
43437,20040524-M-Roland_Garros-R128-Fabrice_Santoro-Arnaud_Clement,2004-05-24,Arnaud Clement,9,121,84,113,52,27,17,229,92,126,78,34,89,52,28
43448,20040516-M-Hamburg_Masters-F-Roger_Federer-Guillermo_Coria,2004-05-16,Roger Federer,0,54,41,40,25,3,1,88,37,33,20,6,37,24,13
43449,20040516-M-Hamburg_Masters-F-Roger_Federer-Guillermo_Coria,2004-05-16,Guillermo Coria,3,58,37,30,14,10,5,94,28,15,7,7,37,16,18
43458,20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt,2004-05-15,Roger Federer,0,28,22,13,9,1,0,52,29,21,11,4,14,8,6
43459,20040515-M-Hamburg_Masters-SF-Roger_Federer-Lleyton_Hewitt,2004-05-15,Lleyton Hewitt,2,36,17,16,6,9,4,41,10,3,1,1,20,8,10
43464,20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian,2004-05-09,Carlos Moya,2,48,35,26,17,3,2,68,34,28,19,5,25,11,12
43465,20040509-M-Rome_Masters-F-Carlos_Moya-David_Nalbandian,2004-05-09,David Nalbandian,3,42,17,26,17,8,2,74,22,13,11,1,31,16,12
43472,20040506-M-Rome_Masters-R32-Paradorn_Srichaphan-Marat_Safin,2004-05-06,Paradorn Srichaphan,2,17,6,19,10,7,3,34,10,6,5,1,18,11,5
43473,20040506-M-Rome_Masters-R32-Paradorn_Srichaphan-Marat_Safin,2004-05-06,Marat Safin,2,15,11,19,13,1,0,36,20,17,8,6,15,7,6
43478,20040424-M-Monte_Carlo_Masters-SF-Marat_Safin-Guillermo_Coria,2004-04-24,Marat Safin,3,34,28,32,15,4,2,77,29,25,8,12,45,19,23
43479,20040424-M-Monte_Carlo_Masters-SF-Marat_Safin-Guillermo_Coria,2004-04-24,Guillermo Coria,6,53,37,24,11,5,3,66,23,11,7,4,21,8,7
43486,20040423-M-Monte_Carlo_Masters-QF-Marat_Safin-Alberto_Martin,2004-04-23,Marat Safin,1,42,29,38,24,3,1,78,34,32,18,7,27,15,11
43487,20040423-M-Monte_Carlo_Masters-QF-Marat_Safin-Alberto_Martin,2004-04-23,Alberto Martin,5,52,32,26,12,9,5,80,27,24,16,8,28,13,10
43494,20040402-M-Miami_Masters-SF-Guillermo_Coria-Fernando_Gonzalez,2004-04-02,Guillermo Coria,3,68,47,30,14,8,5,98,43,22,9,8,22,7,12
43495,20040402-M-Miami_Masters-SF-Guillermo_Coria-Fernando_Gonzalez,2004-04-02,Fernando Gonzalez,6,53,33,45,22,13,8,98,37,32,22,6,56,25,25
43502,20040328-M-Miami_Masters-R32-Roger_Federer-Rafael_Nadal,2004-03-28,Roger Federer,2,33,20,23,14,7,4,48,12,19,10,1,20,15,3
43503,20040328-M-Miami_Masters-R32-Roger_Federer-Rafael_Nadal,2004-03-28,Rafael Nadal,2,39,31,9,5,0,0,56,22,14,10,3,16,4,10
43508,20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria,2004-03-28,Andy Roddick,2,45,39,29,17,2,1,107,49,36,18,7,35,16,17
43509,20040328-M-Miami_Masters-F-Andy_Roddick-Guillermo_Coria,2004-03-28,Guillermo Coria,1,81,43,26,15,11,6,74,18,21,7,10,28,16,11
43518,20040326-M-Miami_Masters-R64-Roger_Federer-Nikolay_Davydenko,2004-03-26,Roger Federer,3,59,45,37,14,7,4,79,30,28,13,4,49,34,12
43519,20040326-M-Miami_Masters-R64-Roger_Federer-Nikolay_Davydenko,2004-03-26,Nikolay Davydenko,2,50,32,29,17,9,5,96,37,14,9,4,28,17,9
43526,20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman,2004-03-14,Roger Federer,0,27,23,18,13,0,0,52,22,12,5,4,13,5,8
43527,20040314-M-Indian_Wells_Masters-F-Roger_Federer-Tim_Henman,2004-03-14,Tim Henman,3,31,20,21,10,6,3,45,9,4,4,0,26,13,10
43532,20040313-M-Indian_Wells_Masters-SF-Roger_Federer-Andre_Agassi,2004-03-13,Roger Federer,5,49,40,36,23,6,5,93,32,29,16,2,42,15,22
43533,20040313-M-Indian_Wells_Masters-SF-Roger_Federer-Andre_Agassi,2004-03-13,Andre Agassi,4,60,45,33,16,6,4,85,22,14,8,4,31,16,11
43540,20040312-M-Indian_Wells_Masters-R32-Roger_Federer-Fernando_Gonzalez,2004-03-12,Roger Federer,3,32,25,26,15,1,1,50,21,26,19,0,18,6,9
43541,20040312-M-Indian_Wells_Masters-R32-Roger_Federer-Fernando_Gonzalez,2004-03-12,Fernando Gonzalez,4,27,18,23,11,7,4,58,18,17,10,2,22,14,4
43546,20040311-M-Indian_Wells_Masters-R16-Roger_Federer-Mardy_Fish,2004-03-11,Roger Federer,2,28,22,23,15,1,1,61,28,17,7,3,16,9,5
43547,20040311-M-Indian_Wells_Masters-R16-Roger_Federer-Mardy_Fish,2004-03-11,Mardy Fish,5,29,21,32,12,10,7,51,14,16,5,3,32,13,14
43552,20040311-M-Indian_Wells_Masters-QF-Roger_Federer-Juan_Ignacio_Chela,2004-03-11,Roger Federer,2,31,23,22,12,2,1,48,27,25,17,2,22,12,8
43553,20040311-M-Indian_Wells_Masters-QF-Roger_Federer-Juan_Ignacio_Chela,2004-03-11,Juan Ignacio Chela,1,30,14,18,7,9,4,53,18,8,2,5,21,11,9
43558,20040310-M-Indian_Wells_Masters-R64-Roger_Federer-Andrei_Pavel,2004-03-10,Roger Federer,2,29,22,15,9,3,3,59,32,27,18,2,16,10,4
43559,20040310-M-Indian_Wells_Masters-R64-Roger_Federer-Andrei_Pavel,2004-03-10,Andrei Pavel,3,36,20,23,7,7,2,44,13,9,6,2,20,10,7
43564,20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez,2004-03-06,Roger Federer,0,43,34,24,17,1,0,91,40,18,8,4,17,11,6
43565,20040306-M-Dubai-F-Roger_Federer-Feliciano_Lopez,2004-03-06,Feliciano Lopez,3,48,31,43,20,14,10,67,16,27,14,7,34,18,13
43572,20040303-M-Dubai-R16-Roger_Federer-Tommy_Robredo,2004-03-03,Roger Federer,3,30,25,21,11,3,3,59,23,25,17,2,21,5,13
43573,20040303-M-Dubai-R16-Roger_Federer-Tommy_Robredo,2004-03-03,Tommy Robredo,3,25,17,34,19,10,8,51,15,10,3,6,21,9,9
43578,20040222-M-Rotterdam-F-Juan_Carlos_Ferrero-Lleyton_Hewitt,2004-02-22,Juan Carlos Ferrero,0,84,58,30,16,9,6,112,36,38,18,9,50,29,21
43579,20040222-M-Rotterdam-F-Juan_Carlos_Ferrero-Lleyton_Hewitt,2004-02-22,Lleyton Hewitt,5,59,48,53,28,5,4,114,40,32,15,9,37,10,22
43586,20040221-M-Rotterdam-SF-Tim_Henman-Lleyton_Hewitt,2004-02-21,Tim Henman,2,31,19,27,10,6,2,45,12,16,11,2,22,10,10
43587,20040221-M-Rotterdam-SF-Tim_Henman-Lleyton_Hewitt,2004-02-21,Lleyton Hewitt,2,25,22,20,11,1,0,58,29,21,8,8,6,3,1
43592,20040216-M-Dubai-R32-Roger_Federer-Marat_Safin,2004-02-16,Roger Federer,3,48,36,48,27,11,9,77,28,28,14,5,37,16,18
43593,20040216-M-Dubai-R32-Roger_Federer-Marat_Safin,2004-02-16,Marat Safin,2,35,24,42,25,2,0,96,33,22,8,6,31,12,17
43598,20040215-M-San_Jose-F-Andy_Roddick-Mardy_Fish,2004-02-15,Andy Roddick,1,48,41,21,16,0,0,80,24,35,11,6,13,7,5
43599,20040215-M-San_Jose-F-Andy_Roddick-Mardy_Fish,2004-02-15,Mardy Fish,2,46,37,34,19,5,4,69,12,34,8,7,22,11,9
43604,20040201-M-Australian_Open-F-Roger_Federer-Marat_Safin,2004-02-01,Roger Federer,2,48,36,42,25,3,1,115,51,37,22,7,34,16,16
43605,20040201-M-Australian_Open-F-Roger_Federer-Marat_Safin,2004-02-01,Marat Safin,5,56,36,59,28,18,13,90,29,17,9,5,41,17,19
43612,20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,2004-01-30,Roger Federer,1,60,50,23,10,4,4,71,28,30,16,3,26,12,13
43613,20040130-M-Australian_Open-SF-Roger_Federer-Juan_Carlos_Ferrero,2004-01-30,Juan Carlos Ferrero,0,41,27,30,16,6,2,83,23,19,7,6,18,10,8
43620,20040129-M-Australian_Open-SF-Andre_Agassi-Marat_Safin,2004-01-29,Andre Agassi,2,106,80,73,38,7,5,161,52,41,13,14,50,22,26
43621,20040129-M-Australian_Open-SF-Andre_Agassi-Marat_Safin,2004-01-29,Marat Safin,0,88,68,73,41,8,4,179,61,75,20,19,63,26,37
43632,20040128-M-Australian_Open-QF-Roger_Federer-David_Nalbandian,2004-01-28,Roger Federer,3,76,63,51,22,11,8,117,40,52,19,7,57,30,24
43633,20040128-M-Australian_Open-QF-Roger_Federer-David_Nalbandian,2004-01-28,David Nalbandian,2,75,51,42,26,12,7,127,42,25,12,8,33,19,12
43642,20040127-M-Australian_Open-QF-Andy_Roddick-Marat_Safin,2004-01-27,Andy Roddick,2,95,71,55,31,14,9,152,52,47,20,6,50,23,25
43643,20040127-M-Australian_Open-QF-Andy_Roddick-Marat_Safin,2004-01-27,Marat Safin,6,84,63,68,37,7,4,150,48,58,20,15,55,21,28
43654,20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt,2004-01-26,Roger Federer,4,69,51,48,27,7,6,113,45,52,26,10,46,28,14
43655,20040126-M-Australian_Open-R16-Roger_Federer-Lleyton_Hewitt,2004-01-26,Lleyton Hewitt,5,74,49,39,19,13,8,117,39,17,6,4,34,21,8
43664,20040124-M-Australian_Open-R32-Roger_Federer-Todd_Reid,2004-01-24,Roger Federer,3,31,23,26,17,1,0,71,43,29,12,12,28,17,8
43665,20040124-M-Australian_Open-R32-Roger_Federer-Todd_Reid,2004-01-24,Todd Reid,3,41,18,30,10,14,6,57,17,6,4,1,31,20,8
43672,20040124-M-Australian_Open-R16-Andy_Roddick-Sjeng_Schalken,2004-01-24,Andy Roddick,1,40,35,24,12,4,4,51,29,27,7,2,14,10,3
43673,20040124-M-Australian_Open-R16-Andy_Roddick-Sjeng_Schalken,2004-01-24,Sjeng Schalken,3,38,19,13,3,6,0,64,17,9,3,6,23,10,10
43680,20040120-M-Australian_Open-R128-Roger_Federer-Alex_Bogomolov_Jr,2004-01-20,Roger Federer,2,27,21,14,12,0,0,52,27,31,19,4,18,6,10
43681,20040120-M-Australian_Open-R128-Roger_Federer-Alex_Bogomolov_Jr,2004-01-20,Alex Bogomolov Jr,1,33,20,19,5,8,4,41,8,5,5,0,17,10,6
43688,20031128-M-Davis_Cup_World_Group_F-RR-Juan_Carlos_Ferrero-Lleyton_Hewitt,2003-11-28,Juan Carlos Ferrero,2,94,53,71,43,18,13,147,53,39,13,13,43,21,20
43689,20031128-M-Davis_Cup_World_Group_F-RR-Juan_Carlos_Ferrero-Lleyton_Hewitt,2003-11-28,Lleyton Hewitt,7,82,59,65,35,9,5,165,69,64,25,22,73,38,28
43700,20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,2003-11-16,Roger Federer,5,33,28,37,25,0,0,74,34,37,16,10,24,8,11
43701,20031116-M-Masters_Cup-F-Roger_Federer-Andre_Agassi,2003-11-16,Andre Agassi,4,45,26,29,14,7,2,70,17,12,9,2,32,16,12
43708,20031115-M-Masters_Cup-SF-Roger_Federer-Andy_Roddick,2003-11-15,Roger Federer,2,32,28,24,18,0,0,63,23,30,12,6,15,8,5
43709,20031115-M-Masters_Cup-SF-Roger_Federer-Andy_Roddick,2003-11-15,Andy Roddick,1,45,34,18,6,2,0,56,10,12,5,2,23,11,11
43714,20031115-M-Masters_Cup-SF-Rainer_Schuettler-Andre_Agassi,2003-11-15,Rainer Schuettler,3,41,27,41,19,6,1,92,33,32,16,12,34,9,22
43715,20031115-M-Masters_Cup-SF-Rainer_Schuettler-Andre_Agassi,2003-11-15,Andre Agassi,3,53,37,39,22,6,4,82,36,20,10,8,30,14,13
43722,20031114-M-Masters_Cup-RR-Andre_Agassi-David_Nalbandian,2003-11-14,Andre Agassi,1,64,45,38,20,12,8,120,46,23,12,5,37,10,26
43723,20031114-M-Masters_Cup-RR-Andre_Agassi-David_Nalbandian,2003-11-14,David Nalbandian,9,70,49,50,25,10,6,102,37,49,22,18,50,16,25
43730,20031113-M-Masters_Cup-RR-Andre_Agassi-Juan_Carlos_Ferrero,2003-11-13,Andre Agassi,3,54,39,23,12,2,0,67,18,29,10,6,30,12,15
43731,20031113-M-Masters_Cup-RR-Andre_Agassi-Juan_Carlos_Ferrero,2003-11-13,Juan Carlos Ferrero,1,39,30,28,19,4,2,77,26,29,12,9,15,8,6
43738,20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero,2003-11-10,Roger Federer,1,28,22,21,14,3,3,53,27,23,14,3,13,3,9
43739,20031110-M-Masters_Cup-RR-Roger_Federer-Juan_Carlos_Ferrero,2003-11-10,Juan Carlos Ferrero,7,28,17,25,9,7,3,49,13,13,4,4,24,10,7
43744,20031110-M-Masters_Cup-RR-Roger_Federer-Andre_Agassi,2003-11-10,Roger Federer,6,65,49,59,24,9,6,117,48,62,25,14,39,11,22
43745,20031110-M-Masters_Cup-RR-Roger_Federer-Andre_Agassi,2003-11-10,Andre Agassi,4,70,45,47,24,10,5,124,51,23,6,10,25,9,12
43752,20031101-M-Paris_Masters-SF-Jiri_Novak-Andrei_Pavel,2003-11-01,Jiri Novak,3,47,30,35,17,9,4,100,40,19,11,6,34,13,18
43753,20031101-M-Paris_Masters-SF-Jiri_Novak-Andrei_Pavel,2003-11-01,Andrei Pavel,5,56,40,44,20,9,6,82,35,37,16,15,36,18,13
43760,20031101-M-Paris_Masters-SF-Andy_Roddick-Tim_Henman,2003-11-01,Andy Roddick,1,48,35,40,21,3,2,90,29,24,11,4,19,13,5
43761,20031101-M-Paris_Masters-SF-Andy_Roddick-Tim_Henman,2003-11-01,Tim Henman,4,58,47,32,14,5,4,88,32,29,16,8,30,15,11
43766,20031031-M-Paris_Masters-QF-Roger_Federer-Tim_Henman,2003-10-31,Roger Federer,2,30,22,24,11,2,0,68,21,18,10,5,31,9,20
43767,20031031-M-Paris_Masters-QF-Roger_Federer-Tim_Henman,2003-10-31,Tim Henman,3,37,29,31,18,2,2,54,21,17,7,4,13,6,4
43772,20031019-M-Madrid_Masters-F-Juan_Carlos_Ferrero-Nicolas_Massu,2003-10-19,Juan Carlos Ferrero,1,51,39,34,19,5,4,83,39,26,10,5,31,16,14
43773,20031019-M-Madrid_Masters-F-Juan_Carlos_Ferrero-Nicolas_Massu,2003-10-19,Nicolas Massu,1,51,30,32,14,10,5,85,27,19,7,5,39,22,16
43780,20031018-M-Madrid_Masters-SF-Roger_Federer-Juan_Carlos_Ferrero,2003-10-18,Roger Federer,6,54,43,32,17,4,2,85,25,37,17,7,28,9,13
43781,20031018-M-Madrid_Masters-SF-Roger_Federer-Juan_Carlos_Ferrero,2003-10-18,Juan Carlos Ferrero,3,52,40,33,20,2,1,86,26,19,8,7,21,7,11
43788,20031017-M-Madrid_Masters-QF-Roger_Federer-Feliciano_Lopez,2003-10-17,Roger Federer,4,51,42,47,25,8,7,116,42,43,21,12,36,12,20
43789,20031017-M-Madrid_Masters-QF-Roger_Federer-Feliciano_Lopez,2003-10-17,Feliciano Lopez,6,61,49,55,25,12,11,98,31,34,14,6,40,20,14
43796,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,2003-10-12,Roger Federer,2,55,46,29,16,0,0,78,33,33,15,8,29,12,15
43797,20031012-M-Vienna-F-Roger_Federer-Carlos_Moya,2003-10-12,Carlos Moya,7,35,26,43,19,7,3,84,22,15,10,5,31,16,8
43804,20031006-M-Vienna-R32-David_Ferrer-Roger_Federer,2003-10-06,David Ferrer,3,28,13,23,11,6,2,43,12,7,2,5,30,20,7
43805,20031006-M-Vienna-R32-David_Ferrer-Roger_Federer,2003-10-06,Roger Federer,0,28,18,15,13,1,1,51,27,14,9,4,13,6,7
43810,20030921-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Lleyton_Hewitt,2003-09-21,Roger Federer,6,94,68,65,30,8,2,155,58,56,31,11,72,28,38
43811,20030921-M-Davis_Cup_World_Group_SF-RR-Roger_Federer-Lleyton_Hewitt,2003-09-21,Lleyton Hewitt,5,94,68,61,29,10,4,159,61,32,16,6,44,20,19
43822,20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero,2003-09-07,Andy Roddick,2,56,50,31,18,3,3,90,33,40,13,4,18,8,8
43823,20030907-M-US_Open-F-Andy_Roddick-Juan_Carlos_Ferrero,2003-09-07,Juan Carlos Ferrero,1,56,41,34,16,5,3,87,19,28,14,7,21,9,11
43830,20030906-M-US_Open-SF-Andy_Roddick-David_Nalbandian,2003-09-06,Andy Roddick,7,95,77,57,33,7,6,175,62,66,20,8,47,18,22
